record_id,person,person_label,year,role,ads_record_id,ads_id
3087,Q211,Emanuel Green,1869,Author,3118598,47093
3088,Q211,Emanuel Green,1881,Author,3141026,47093
3089,Q211,Emanuel Green,1883,Author,3118348,47093
3090,Q211,Emanuel Green,1882,Author,3118341,47093
3091,Q211,Emanuel Green,1885,Author,3118375,47093
3092,Q211,Emanuel Green,1887,Author,3118383,47093
3093,Q211,Emanuel Green,1877,Author,3118651,47093
3094,Q211,Emanuel Green,1881,Author,3141018,47093
3095,Q211,Emanuel Green,1908,Author,3117853,47093
3096,Q211,Emanuel Green,1905,Author,3140985,47093
3097,Q211,Emanuel Green,1905,Author,3140988,47093
3098,Q211,Emanuel Green,1909,Author,3098813,47093
3099,Q211,Emanuel Green,1877,Author,3141010,47093
3100,Q211,Emanuel Green,1894,Author,3178912,47093
3101,Q211,Emanuel Green,1906,Author,3098776,47093
3102,Q211,Emanuel Green,1880,Author,3178459,47093
3103,Q211,Emanuel Green,1891,Author,3178830,47093
3104,Q211,Emanuel Green,1889,Author,3141036,47093
3105,Q211,Emanuel Green,1906,Author,3098774,47093
3106,Q211,Emanuel Green,1879,Author,3118668,47093
3107,Q211,Emanuel Green,1885,Author,3118377,47093
3108,Q211,Emanuel Green,1880,Author,3118676,47093
3109,Q211,Emanuel Green,1878,Author,3118658,47093
3110,Q211,Emanuel Green,1881,Author,3141025,47093
3111,Q211,Emanuel Green,NA,Author,3135438,47093
3112,Q211,Emanuel Green,1905,Author,3140983,47093
3113,Q211,Emanuel Green,NA,Author,3135440,47093
3114,Q211,Emanuel Green,1905,Author,3140986,47093
3115,Q211,Emanuel Green,1891,Author,3141043,47093
3116,Q211,Emanuel Green,1887,Author,3118380,47093
3117,Q211,Emanuel Green,1884,Author,3118361,47093
3118,Q2121,Walter Leaf,NA,Author,3144178,50280
3119,Q2121,Walter Leaf,NA,Author,3144193,50280
3120,Q2121,Walter Leaf,NA,Author,3144175,50280
3121,Q2121,Walter Leaf,NA,Author,3144258,50280
3122,Q2124,William John Loftie,1872,Author,3178162,47051
3123,Q2124,William John Loftie,NA,Author,3139654,47051
3124,Q2124,William John Loftie,1878,Author,3178373,47051
3125,Q2124,William John Loftie,1876,Author,3178288,47051
3126,Q2124,William John Loftie,1882,Author,3178527,47051
3127,Q2124,William John Loftie,1881,Author,3178486,47051
3128,Q2124,William John Loftie,1877,Author,3178339,47051
3129,Q2124,William John Loftie,1872,Author,3178178,47051
3130,Q2124,William John Loftie,1879,Author,3178418,47051
3132,Q2133,Augustus Wollaston Franks,1864,Author,3005341,46984
3133,Q2133,Augustus Wollaston Franks,1862,Author,3005173,46984
3134,Q2133,Augustus Wollaston Franks,1862,Author,3005138,46984
3135,Q2133,Augustus Wollaston Franks,1862,Author,3005137,46984
3136,Q2133,Augustus Wollaston Franks,1883,Author,3194609,46984
3137,Q2133,Augustus Wollaston Franks,1863,Author,3149727,46984
3138,Q2133,Augustus Wollaston Franks,1894,Author,3004923,46984
3139,Q2133,Augustus Wollaston Franks,1870,Author,3005394,46984
3140,Q2133,Augustus Wollaston Franks,1862,Author,3076300,46984
3141,Q2133,Augustus Wollaston Franks,1867,Author,3149737,46984
3143,Q2133,Augustus Wollaston Franks,1862,Author,3177906,46984
3144,Q2133,Augustus Wollaston Franks,1864,Author,3005355,46984
3145,Q2133,Augustus Wollaston Franks,1870,Author,3183868,46984
3149,Q2133,Augustus Wollaston Franks,1864,Author,3005356,46984
3150,Q2133,Augustus Wollaston Franks,1894,Author,3105947,46984
3151,Q2133,Augustus Wollaston Franks,1864,Author,3005361,46984
3154,Q2133,Augustus Wollaston Franks,1893,Author,3105919,46984
3155,Q2133,Augustus Wollaston Franks,1893,Author,3105925,46984
3157,Q2133,Augustus Wollaston Franks,1873,Author,3005418,46984
3159,Q2133,Augustus Wollaston Franks,1880,Author,3149877,46984
3160,Q2133,Augustus Wollaston Franks,1892,Author,3004864,46984
3161,Q2133,Augustus Wollaston Franks,1892,Author,3004839,46984
3162,Q2133,Augustus Wollaston Franks,NA,Author,3146129,46984
3163,Q2133,Augustus Wollaston Franks,1892,Author,3004863,46984
3164,Q2133,Augustus Wollaston Franks,1861,Author,3004710,46984
3165,Q2133,Augustus Wollaston Franks,1873,Author,3140527,46984
3168,Q2133,Augustus Wollaston Franks,1862,Author,3005143,46984
3169,Q2133,Augustus Wollaston Franks,1862,Author,3005139,46984
3170,Q2133,Augustus Wollaston Franks,1891,Author,3004803,46984
3171,Q2133,Augustus Wollaston Franks,1891,Author,3004785,46984
3174,Q215,Harold William Brakspear,1931,Author,3105843,47242
3175,Q215,Harold William Brakspear,1902,Author,3064530,47242
3176,Q215,Harold William Brakspear,1922,Author,3179490,47242
3177,Q215,Harold William Brakspear,1912,Author,3071034,47242
3178,Q215,Harold William Brakspear,1903,Author,3254897,47242
3179,Q215,Harold William Brakspear,1903,Author,3179134,47242
3180,Q215,Harold William Brakspear,1927,Author,3071172,47242
3181,Q215,Harold William Brakspear,1914,Author,3179362,47242
3182,Q215,Harold William Brakspear,1924,Author,3105786,47242
3183,Q215,Harold William Brakspear,1909,Author,3179269,47242
3184,Q215,Harold William Brakspear,1910,Author,3148958,47242
3185,Q215,Harold William Brakspear,NA,Author,3137177,47242
3186,Q215,Harold William Brakspear,1934,Author,3071286,47242
3187,Q215,Harold William Brakspear,1911,Author,3035615,47242
3188,Q215,Harold William Brakspear,1900,Author,3179053,47242
3189,Q215,Harold William Brakspear,1901,Author,3070825,47242
3190,Q215,Harold William Brakspear,1900,Author,3149995,47242
3191,Q215,Harold William Brakspear,1901,Author,3070812,47242
3192,Q215,Harold William Brakspear,1900,Author,3105580,47242
3193,Q215,Harold William Brakspear,1914,Author,3071055,47242
3194,Q215,Harold William Brakspear,1913,Author,3105728,47242
3195,Q215,Harold William Brakspear,1895,Author,3071568,47242
3196,Q215,Harold William Brakspear,1894,Author,3071558,47242
3197,Q215,Harold William Brakspear,1895,Author,3071580,47242
3198,Q215,Harold William Brakspear,1903,Author,3046922,47242
3199,Q215,Harold William Brakspear,1910,Author,3129321,47242
3200,Q215,Harold William Brakspear,1910,Author,3129300,47242
3201,Q215,Harold William Brakspear,1916,Author,3193240,47242
3202,Q215,Harold William Brakspear,NA,Author,3136149,47242
3203,Q215,Harold William Brakspear,1924,Author,3118087,47242
3204,Q215,Harold William Brakspear,1908,Author,3070955,47242
3205,Q215,Harold William Brakspear,1908,Author,3070947,47242
3206,Q215,Harold William Brakspear,1916,Author,3193241,47242
3207,Q215,Harold William Brakspear,1906,Author,3179199,47242
3208,Q215,Harold William Brakspear,1906,Author,3105637,47242
3209,Q215,Harold William Brakspear,1906,Author,3105625,47242
3210,Q215,Harold William Brakspear,1904,Author,3179141,47242
3211,Q215,Harold William Brakspear,1904,Author,3070882,47242
3212,Q215,Harold William Brakspear,1933,Author,3105850,47242
3213,Q215,Harold William Brakspear,1916,Author,3105748,47242
3214,Q215,Harold William Brakspear,1906,Author,3179203,47242
3215,Q215,Harold William Brakspear,1934,Author,3071285,47242
3216,Q215,Harold William Brakspear,1933,Author,3179645,47242
3217,Q215,Harold William Brakspear,1920,Author,3129418,47242
3218,Q2154,John Thomas Micklethwaite,1873,Author,3149853,47205
3219,Q2154,John Thomas Micklethwaite,1880,Author,3149868,47205
3220,Q2154,John Thomas Micklethwaite,1887,Author,3149967,47205
3221,Q2154,John Thomas Micklethwaite,NA,Author,3146759,47205
3222,Q2154,John Thomas Micklethwaite,1894,Author,3178903,47205
3223,Q2154,John Thomas Micklethwaite,1905,Author,3005215,47205
3224,Q2154,John Thomas Micklethwaite,1903,Author,3236582,47205
3225,Q2154,John Thomas Micklethwaite,1905,Author,3005202,47205
3226,Q2154,John Thomas Micklethwaite,1876,Author,3178289,47205
3227,Q2154,John Thomas Micklethwaite,1892,Author,3004833,47205
3228,Q2154,John Thomas Micklethwaite,1882,Author,3149893,47205
3229,Q2154,John Thomas Micklethwaite,1882,Author,3149552,47205
3230,Q2154,John Thomas Micklethwaite,1888,Author,3178718,47205
3231,Q2154,John Thomas Micklethwaite,1894,Author,3004880,47205
3232,Q2154,John Thomas Micklethwaite,1893,Author,3105920,47205
3233,Q2154,John Thomas Micklethwaite,1897,Author,3004971,47205
3234,Q2154,John Thomas Micklethwaite,1882,Author,3149898,47205
3235,Q2154,John Thomas Micklethwaite,1894,Author,3004933,47205
3236,Q2154,John Thomas Micklethwaite,1882,Author,3178520,47205
3237,Q2154,John Thomas Micklethwaite,1880,Author,3178457,47205
3238,Q2154,John Thomas Micklethwaite,1892,Author,3178860,47205
3239,Q2154,John Thomas Micklethwaite,1887,Author,3178661,47205
3240,Q2154,John Thomas Micklethwaite,1892,Author,3130036,47205
3241,Q2154,John Thomas Micklethwaite,1894,Author,3004912,47205
3242,Q2154,John Thomas Micklethwaite,1881,Author,3178487,47205
3243,Q2154,John Thomas Micklethwaite,NA,Author,3146730,47205
3244,Q2154,John Thomas Micklethwaite,1883,Author,3178559,47205
3245,Q2154,John Thomas Micklethwaite,1878,Author,3178387,47205
3246,Q2154,John Thomas Micklethwaite,1886,Author,3149584,47205
3247,Q2154,John Thomas Micklethwaite,1898,Author,3179016,47205
3248,Q2154,John Thomas Micklethwaite,1896,Author,3178965,47205
3249,Q2154,John Thomas Micklethwaite,1896,Author,3178972,47205
3250,Q2154,John Thomas Micklethwaite,NA,Author,3146760,47205
3251,Q2154,John Thomas Micklethwaite,1900,Author,3035456,47205
3252,Q2154,John Thomas Micklethwaite,1872,Author,3178174,47205
3253,Q2154,John Thomas Micklethwaite,NA,Author,3146761,47205
3254,Q2154,John Thomas Micklethwaite,NA,Author,3118975,47205
3256,Q2199,Frederick Spurrell,NA,Author,3139657,46969
3257,Q2199,Frederick Spurrell,1881,Author,3178484,46969
3258,Q2199,Frederick Spurrell,NA,Author,3139575,46969
3259,Q220,Thomas Tylston Greg,1906,Author,3128157,53698
3260,Q220,Thomas Tylston Greg,NA,Author,3131461,53698
3261,Q220,Thomas Tylston Greg,1904,Author,3128133,53698
3262,Q220,Thomas Tylston Greg,NA,Author,3131515,53698
3263,Q2215,Frederick George Hilton Price,1872,Author,3140403,47214
3264,Q2215,Frederick George Hilton Price,1885,Author,3004745,47214
3265,Q2215,Frederick George Hilton Price,1888,Author,3049955,47214
3266,Q2215,Frederick George Hilton Price,1899,Author,3005066,47214
3267,Q2215,Frederick George Hilton Price,NA,Author,3141206,47214
3268,Q2215,Frederick George Hilton Price,1905,Author,3115016,47214
3269,Q2215,Frederick George Hilton Price,1881,Author,3140413,47214
3270,Q2215,Frederick George Hilton Price,1883,Author,3140429,47214
3271,Q2215,Frederick George Hilton Price,1891,Author,3004802,47214
3272,Q2215,Frederick George Hilton Price,1881,Author,3140412,47214
3273,Q2215,Frederick George Hilton Price,1887,Author,3149953,47214
3274,Q2215,Frederick George Hilton Price,1905,Author,3005206,47214
3275,Q2215,Frederick George Hilton Price,1905,Author,3005200,47214
3276,Q2215,Frederick George Hilton Price,1906,Author,3005255,47214
3277,Q2215,Frederick George Hilton Price,1903,Author,3005128,47214
3278,Q2215,Frederick George Hilton Price,1891,Author,3004816,47214
3279,Q2215,Frederick George Hilton Price,1899,Author,3141395,47214
3280,Q2215,Frederick George Hilton Price,1905,Author,3005207,47214
3281,Q2215,Frederick George Hilton Price,NA,Author,3141141,47214
3282,Q2215,Frederick George Hilton Price,1903,Author,3005126,47214
3283,Q2215,Frederick George Hilton Price,1901,Author,3179087,47214
3284,Q2215,Frederick George Hilton Price,1900,Author,3179062,47214
3285,Q2215,Frederick George Hilton Price,NA,Author,3141133,47214
3286,Q2215,Frederick George Hilton Price,1906,Author,3005272,47214
3287,Q2215,Frederick George Hilton Price,1898,Author,3105984,47214
3288,Q2215,Frederick George Hilton Price,1906,Author,3005227,47214
3289,Q2215,Frederick George Hilton Price,1894,Author,3105962,47214
3290,Q2215,Frederick George Hilton Price,1897,Author,3004965,47214
3291,Q2215,Frederick George Hilton Price,1894,Author,3004906,47214
3292,Q2215,Frederick George Hilton Price,1897,Author,3004955,47214
3293,Q2215,Frederick George Hilton Price,1905,Author,3115013,47214
3294,Q2215,Frederick George Hilton Price,1908,Author,3115022,47214
3295,Q2215,Frederick George Hilton Price,1906,Author,3115019,47214
3296,Q2215,Frederick George Hilton Price,1902,Author,3179105,47214
3297,Q2215,Frederick George Hilton Price,1900,Author,3141449,47214
3298,Q2215,Frederick George Hilton Price,1898,Author,3179007,47214
3299,Q2215,Frederick George Hilton Price,1877,Author,3140646,47214
3300,Q2215,Frederick George Hilton Price,1895,Author,3178949,47214
3301,Q2215,Frederick George Hilton Price,1880,Author,3140668,47214
3302,Q2215,Frederick George Hilton Price,1903,Author,3141547,47214
3303,Q2215,Frederick George Hilton Price,1881,Author,3146446,55419
3304,Q2236,Henry Hoyle Howorth,1899,Author,3179024,47238
3305,Q2236,Henry Hoyle Howorth,1902,Author,3075920,47238
3306,Q2236,Henry Hoyle Howorth,1892,Author,3004874,47238
3307,Q2236,Henry Hoyle Howorth,1906,Author,3076012,47238
3308,Q2236,Henry Hoyle Howorth,1900,Author,3075740,47238
3309,Q2236,Henry Hoyle Howorth,1879,Author,3076270,47238
3310,Q2236,Henry Hoyle Howorth,1908,Author,3102160,47238
3311,Q2236,Henry Hoyle Howorth,1893,Author,3075629,47238
3312,Q2236,Henry Hoyle Howorth,NA,Author,3147976,47238
3313,Q2236,Henry Hoyle Howorth,1899,Author,3141391,47238
3314,Q2236,Henry Hoyle Howorth,NA,Author,3147973,47238
3315,Q2236,Henry Hoyle Howorth,1922,Author,3071102,47238
3316,Q2236,Henry Hoyle Howorth,1904,Author,3075976,47238
3317,Q2236,Henry Hoyle Howorth,1893,Author,3075630,47238
3318,Q2236,Henry Hoyle Howorth,1905,Author,3075991,47238
3319,Q2236,Henry Hoyle Howorth,1907,Author,3076026,47238
3320,Q2236,Henry Hoyle Howorth,NA,Author,3075761,47238
3321,Q2236,Henry Hoyle Howorth,1904,Author,3141602,47238
3322,Q2236,Henry Hoyle Howorth,1907,Author,3141671,47238
3323,Q2236,Henry Hoyle Howorth,1903,Author,3141565,47238
3324,Q2236,Henry Hoyle Howorth,1901,Author,3141471,47238
3325,Q2236,Henry Hoyle Howorth,1909,Author,3145896,47238
3326,Q2236,Henry Hoyle Howorth,1902,Author,3141504,47238
3327,Q2236,Henry Hoyle Howorth,1905,Author,3141622,47238
3328,Q2236,Henry Hoyle Howorth,1908,Author,3179247,47238
3329,Q2236,Henry Hoyle Howorth,1909,Author,3179265,47238
3330,Q2236,Henry Hoyle Howorth,1912,Author,3179330,47238
3331,Q2236,Henry Hoyle Howorth,1873,Author,3140545,47238
3332,Q2236,Henry Hoyle Howorth,1916,Author,3179402,47238
3333,Q2236,Henry Hoyle Howorth,1915,Author,3179384,47238
3334,Q2236,Henry Hoyle Howorth,1900,Author,3179054,47238
3335,Q2236,Henry Hoyle Howorth,1894,Author,3178915,47238
3336,Q2236,Henry Hoyle Howorth,NA,Author,3075230,47238
3337,Q2236,Henry Hoyle Howorth,1908,Author,3076053,47238
3338,Q2236,Henry Hoyle Howorth,1888,Author,3075869,47238
3339,Q2236,Henry Hoyle Howorth,1904,Author,3141600,47238
3340,Q2236,Henry Hoyle Howorth,1905,Author,3141627,47238
3341,Q2236,Henry Hoyle Howorth,1914,Author,3179364,47238
3342,Q2236,Henry Hoyle Howorth,1903,Author,3075965,47238
3343,Q2236,Henry Hoyle Howorth,1893,Author,3045747,47238
3344,Q2236,Henry Hoyle Howorth,1890,Author,3075590,47238
3345,Q2236,Henry Hoyle Howorth,1919,Author,3115089,47238
3346,Q2236,Henry Hoyle Howorth,1907,Author,3146248,47238
3347,Q2236,Henry Hoyle Howorth,1872,Author,3140401,47238
3348,Q226,Edward Brabrook,NA,Author,3148398,47370
3349,Q226,Edward Brabrook,1910,Author,3105685,47370
3350,Q226,Edward Brabrook,1896,Author,3178967,47370
3351,Q226,Edward Brabrook,1910,Author,3105704,47370
3352,Q226,Edward Brabrook,1893,Author,3143582,47370
3353,Q226,Edward Brabrook,NA,Author,3136624,47370
3354,Q226,Edward Brabrook,NA,Author,3136642,47370
3355,Q226,Edward Brabrook,1905,Author,3179177,47370
3357,Q226,Edward Brabrook,1864,Author,3005352,47370
3358,Q226,Edward Brabrook,1879,Author,3005451,47370
3359,Q226,Edward Brabrook,1874,Author,3178238,47370
3360,Q226,Edward Brabrook,NA,Author,3139624,47370
3361,Q2346,Edwin Charles Clark,1898,Author,3198968,47124
3362,Q2346,Edwin Charles Clark,1904,Author,3179142,47124
3363,Q2346,Edwin Charles Clark,1893,Author,3178886,47124
3364,Q2346,Edwin Charles Clark,1921,Author,3179484,47124
3365,Q2346,Edwin Charles Clark,1886,Author,3178650,47124
3366,Q2346,Edwin Charles Clark,1888,Author,3194928,47124
3367,Q2346,Edwin Charles Clark,1899,Author,3005056,47124
3368,Q2346,Edwin Charles Clark,1887,Author,3210964,47124
3369,Q2346,Edwin Charles Clark,1870,Author,3194038,47124
3370,Q2346,Edwin Charles Clark,1907,Author,3126597,47124
3371,Q2346,Edwin Charles Clark,1886,Author,3194815,47124
3372,Q2346,Edwin Charles Clark,1896,Author,3178971,47124
3373,Q2346,Edwin Charles Clark,1885,Author,3178622,47124
3374,Q2346,Edwin Charles Clark,1889,Author,3178730,47124
3375,Q2376,Reginald Stuart Poole,NA,Author,3075758,50942
3376,Q2376,Reginald Stuart Poole,1897,Author,3075455,50942
3377,Q2376,Reginald Stuart Poole,NA,Author,3148613,50942
3378,Q2376,Reginald Stuart Poole,NA,Author,3148539,50942
3379,Q2376,Reginald Stuart Poole,1897,Author,3075452,50942
3380,Q2376,Reginald Stuart Poole,1863,Author,3149722,50942
3381,Q2376,Reginald Stuart Poole,1897,Author,3075454,50942
3382,Q2376,Reginald Stuart Poole,1896,Author,3075417,50942
3383,Q2376,Reginald Stuart Poole,NA,Author,3045316,50942
3384,Q2376,Reginald Stuart Poole,1863,Author,3147919,50942
3385,Q2376,Reginald Stuart Poole,NA,Author,3148368,50942
3386,Q240,Frederick Norman Pryce,1930,Author,3095200,41958
3387,Q240,Frederick Norman Pryce,1929,Author,3050445,41958
3388,Q240,Frederick Norman Pryce,1914,Author,3050372,41958
3389,Q240,Frederick Norman Pryce,1927,Author,3050436,41958
3390,Q240,Frederick Norman Pryce,NA,Author,3135267,41958
3391,Q240,Frederick Norman Pryce,NA,Author,3135282,41958
3392,Q240,Frederick Norman Pryce,1936,Author,3116050,41958
3393,Q240,Frederick Norman Pryce,1930,Author,3050453,41958
3394,Q240,Frederick Norman Pryce,1931,Author,3116041,41958
3395,Q240,Frederick Norman Pryce,1931,Author,3116040,41958
3396,Q240,Frederick Norman Pryce,1939,Author,3115993,41958
3397,Q241,Stanley Robinson,1951,Author,3123387,35948
3398,Q242,Ellis Hovell Minns,1934,Author,3199709,1004023
3399,Q242,Ellis Hovell Minns,1904,Author,3199099,1004023
3400,Q242,Ellis Hovell Minns,1905,Author,3199106,1004023
3401,Q242,Ellis Hovell Minns,1945,Author,3179824,1004023
3403,Q244,Miles Crawford Burkitt,1933,Author,3007621,34897
3404,Q244,Miles Crawford Burkitt,1924,Author,3199541,34897
3405,Q244,Miles Crawford Burkitt,1924,Author,3199528,34897
3406,Q244,Miles Crawford Burkitt,1924,Author,3199529,34897
3407,Q244,Miles Crawford Burkitt,NA,Author,3093537,34897
3408,Q244,Miles Crawford Burkitt,1919,Author,3043482,34897
3409,Q244,Miles Crawford Burkitt,1954,Author,3122644,34897
3410,Q244,Miles Crawford Burkitt,1955,Author,3122650,34897
3411,Q244,Miles Crawford Burkitt,NA,Author,3093548,34897
3412,Q244,Miles Crawford Burkitt,1919,Author,3043441,34897
3413,Q244,Miles Crawford Burkitt,1915,Author,3199424,34897
3414,Q244,Miles Crawford Burkitt,1925,Author,3199558,34897
3415,Q244,Miles Crawford Burkitt,1925,Author,3043502,34897
3417,Q245,William Mortlock Palmer,1932,Author,3199669,27512
3418,Q245,William Mortlock Palmer,1933,Author,3199688,27512
3419,Q245,William Mortlock Palmer,1929,Author,3199638,27512
3420,Q245,William Mortlock Palmer,1940,Author,3199791,27512
3421,Q245,William Mortlock Palmer,1927,Author,3199600,27512
3422,Q245,William Mortlock Palmer,1925,Author,3199560,27512
3423,Q245,William Mortlock Palmer,1911,Author,3199323,27512
3424,Q245,William Mortlock Palmer,1932,Author,3199680,27512
3425,Q245,William Mortlock Palmer,1935,Author,3193874,27512
3426,Q245,William Mortlock Palmer,1912,Author,3199348,27512
3427,Q245,William Mortlock Palmer,1936,Author,3193886,27512
3428,Q245,William Mortlock Palmer,1929,Author,3193842,27512
3429,Q245,William Mortlock Palmer,1930,Author,3193847,27512
3430,Q245,William Mortlock Palmer,1926,Author,3199589,27512
3431,Q245,William Mortlock Palmer,1924,Author,3199531,27512
3432,Q245,William Mortlock Palmer,1926,Author,3199575,27512
3433,Q245,William Mortlock Palmer,1923,Author,3199519,27512
3434,Q245,William Mortlock Palmer,1924,Author,3199543,27512
3435,Q245,William Mortlock Palmer,1926,Author,3199582,27512
3436,Q245,William Mortlock Palmer,1929,Author,3199640,27512
3437,Q245,William Mortlock Palmer,1940,Author,3199787,27512
3438,Q245,William Mortlock Palmer,1932,Author,3199677,27512
3439,Q245,William Mortlock Palmer,1904,Author,3193738,27512
3440,Q245,William Mortlock Palmer,1901,Author,3193727,27512
3441,Q245,William Mortlock Palmer,1939,Author,3199770,27512
3442,Q245,William Mortlock Palmer,1940,Author,3199788,27512
3443,Q245,William Mortlock Palmer,1897,Author,3198956,27512
3444,Q245,William Mortlock Palmer,1938,Author,3193902,27512
3445,Q245,William Mortlock Palmer,1931,Author,3199648,27512
3446,Q245,William Mortlock Palmer,1935,Author,3199724,27512
3447,Q245,William Mortlock Palmer,1939,Author,3199772,27512
3448,Q245,William Mortlock Palmer,1933,Author,3199698,27512
3449,Q245,William Mortlock Palmer,1936,Author,3199743,27512
3450,Q245,William Mortlock Palmer,1932,Author,3193858,27512
3451,Q245,William Mortlock Palmer,1926,Author,3199571,27512
3452,Q245,William Mortlock Palmer,1914,Author,3199381,27512
3453,Q245,William Mortlock Palmer,1939,Author,3193909,27512
3454,Q245,William Mortlock Palmer,1933,Author,3199697,27512
3455,Q245,William Mortlock Palmer,1913,Author,3199366,27512
3456,Q245,William Mortlock Palmer,1904,Author,3193744,27512
3457,Q246,Ralph Hare Griffin,NA,Author,3105760,54001
3458,Q246,Ralph Hare Griffin,NA,Author,3085965,54001
3459,Q246,Ralph Hare Griffin,1922,Author,3105767,54001
3460,Q246,Ralph Hare Griffin,1915,Author,3105741,54001
3461,Q246,Ralph Hare Griffin,1921,Author,3199483,54001
3462,Q246,Ralph Hare Griffin,NA,Author,3085983,54001
3463,Q246,Ralph Hare Griffin,NA,Author,3085987,54001
3464,Q246,Ralph Hare Griffin,1920,Author,3105756,54001
3465,Q246,Ralph Hare Griffin,NA,Author,3085956,54001
3466,Q247,Alan John Bayard Wace,1910,Author,3110046,45833
3467,Q247,Alan John Bayard Wace,1910,Author,3139941,45833
3468,Q247,Alan John Bayard Wace,1906,Author,3110101,45833
3469,Q247,Alan John Bayard Wace,1914,Author,3185266,45833
3470,Q247,Alan John Bayard Wace,1909,Author,3139932,45833
3471,Q247,Alan John Bayard Wace,1909,Author,3139915,45833
3472,Q247,Alan John Bayard Wace,NA,Author,3138664,45833
3474,Q247,Alan John Bayard Wace,1908,Author,3110031,45833
3475,Q247,Alan John Bayard Wace,1906,Author,3116842,45833
3476,Q247,Alan John Bayard Wace,1906,Author,3109983,45833
3477,Q247,Alan John Bayard Wace,1905,Author,3144022,45833
3478,Q247,Alan John Bayard Wace,1910,Author,3110041,45833
3479,Q247,Alan John Bayard Wace,1910,Author,3110048,45833
3480,Q247,Alan John Bayard Wace,1909,Author,3110106,45833
3481,Q247,Alan John Bayard Wace,1909,Author,3110107,45833
3482,Q247,Alan John Bayard Wace,1910,Author,3110040,45833
3483,Q247,Alan John Bayard Wace,1910,Author,3110045,45833
3484,Q247,Alan John Bayard Wace,1909,Author,3110108,45833
3485,Q247,Alan John Bayard Wace,1909,Author,3110102,45833
3486,Q247,Alan John Bayard Wace,1907,Author,3110020,45833
3487,Q247,Alan John Bayard Wace,1909,Author,3139928,45833
3488,Q247,Alan John Bayard Wace,1903,Author,3143968,45833
3489,Q247,Alan John Bayard Wace,1906,Author,3144028,45833
3490,Q247,Alan John Bayard Wace,1907,Author,3116848,45833
3491,Q247,Alan John Bayard Wace,NA,Author,3105829,45833
3492,Q247,Alan John Bayard Wace,1909,Author,3144110,45833
3493,Q247,Alan John Bayard Wace,1908,Author,3116850,45833
3494,Q247,Alan John Bayard Wace,1906,Author,3144031,45833
3495,Q247,Alan John Bayard Wace,1908,Author,3144092,45833
3496,Q249,Robert Carr Bosanquet,1927,Author,3185584,37618
3497,Q249,Robert Carr Bosanquet,1923,Author,3050412,37618
3498,Q249,Robert Carr Bosanquet,1936,Author,3211810,37618
3499,Q249,Robert Carr Bosanquet,1948,Author,3211989,37618
3500,Q249,Robert Carr Bosanquet,1921,Author,3211534,37618
3501,Q249,Robert Carr Bosanquet,1922,Author,3211555,37618
3502,Q249,Robert Carr Bosanquet,1902,Author,3143964,37618
3503,Q249,Robert Carr Bosanquet,1900,Author,3143889,37618
3504,Q249,Robert Carr Bosanquet,1901,Author,3143929,37618
3505,Q249,Robert Carr Bosanquet,NA,Author,3126477,37618
3506,Q249,Robert Carr Bosanquet,1932,Author,3211736,37618
3507,Q249,Robert Carr Bosanquet,1906,Author,3110060,37618
3508,Q249,Robert Carr Bosanquet,1929,Author,3211681,37618
3510,Q249,Robert Carr Bosanquet,1936,Author,3211818,37618
3511,Q249,Robert Carr Bosanquet,1899,Author,3126708,37618
3512,Q249,Robert Carr Bosanquet,1906,Author,3110095,37618
3513,Q249,Robert Carr Bosanquet,1906,Author,3110092,37618
3514,Q249,Robert Carr Bosanquet,1898,Author,3143869,37618
3515,Q249,Robert Carr Bosanquet,1904,Author,3211263,37618
3516,Q249,Robert Carr Bosanquet,1920,Author,3211511,37618
3517,Q249,Robert Carr Bosanquet,1933,Author,3211754,37618
3518,Q249,Robert Carr Bosanquet,1901,Author,3199002,37618
3519,Q249,Robert Carr Bosanquet,1931,Author,3211715,37618
3520,Q249,Robert Carr Bosanquet,1906,Author,3110067,37618
3521,Q249,Robert Carr Bosanquet,1911,Author,3204571,37618
3522,Q249,Robert Carr Bosanquet,1896,Author,3143829,37618
3523,Q249,Robert Carr Bosanquet,1922,Author,3211554,37618
3524,Q249,Robert Carr Bosanquet,1906,Author,3110056,37618
3525,Q249,Robert Carr Bosanquet,1955,Author,3196954,37618
3526,Q249,Robert Carr Bosanquet,1904,Author,3143986,37618
3527,Q249,Robert Carr Bosanquet,1900,Author,3143875,37618
3528,Q249,Robert Carr Bosanquet,NA,Author,3126472,37618
3529,Q249,Robert Carr Bosanquet,1924,Author,3040829,37618
3530,Q249,Robert Carr Bosanquet,1911,Author,3195177,37618
3531,Q249,Robert Carr Bosanquet,1910,Author,3110051,37618
3533,Q249,Robert Carr Bosanquet,NA,Author,3126484,37618
3534,Q249,Robert Carr Bosanquet,1906,Author,3109980,37618
3535,Q249,Robert Carr Bosanquet,1906,Author,3109987,37618
3536,Q249,Robert Carr Bosanquet,1923,Author,3126504,37618
3540,Q257,Alexander Keiller,1939,Author,3007666,45349
3541,Q257,Alexander Keiller,1938,Author,3043632,45349
3542,Q257,Alexander Keiller,1941,Author,3043335,45349
3543,Q257,Alexander Keiller,1936,Author,3007657,45349
3544,Q257,Alexander Keiller,1934,Author,3007650,45349
3547,Q258,Willoughby Gardner,1934,Author,3050486,26158
3548,Q258,Willoughby Gardner,1933,Author,3050482,26158
